   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 codegen.py:733(_get_host_cpu_name)
      156    0.000    0.000    0.000    0.000 misc.py:88(key)
        1    0.000    0.000    0.000    0.000 pythonapi.py:137(PythonAPI)
       84    0.000    0.000    0.000    0.000 errors.py:103(contexts)
       54    0.000    0.000    0.000    0.000 targets.py:43(<genexpr>)
       22    0.000    0.000    0.000    0.000 _collections_abc.py:816(clear)
       96    0.000    0.000    0.000    0.000 dataflow.py:830(request_outgoing)
       10    0.000    0.000    0.000    0.000 npydecl.py:225(generic)
        1    0.000    0.000    0.000    0.000 targets.py:47(get_host_cpu_features)
      130    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
       32    0.000    0.000    0.000    0.000 interpreter.py:181(get_global_value)
        1    0.000    0.000    0.000    0.000 npydecl.py:328(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:332(OrderedCmpOp)
        9    0.000    0.000    0.000    0.000 {built-in method _pickle.dumps}
        1    0.000    0.000    0.000    0.000 polynomial.py:3(<module>)
        1    0.000    0.000    0.000    0.000 caching.py:710(make_library_cache)
      5/2    0.000    0.000    0.000    0.000 models.py:517(<listcomp>)
        4    0.000    0.000    0.000    0.000 errors.py:30(decorator)
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
      112    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
      124    0.000    0.000    0.000    0.000 {method 'clear' of 'frame' objects}
      135    0.000    0.000    0.000    0.000 ffi.py:85(__init__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:778(_construct_lookups)
        6    0.000    0.000    0.000    0.000 __init__.py:488(string_at)
        5    0.000    0.000    0.000    0.000 model.py:583(global_cache)
        1    0.000    0.000    0.000    0.000 tuple.py:4(<module>)
       44    0.000    0.000    0.000    0.000 types.py:448(_wrap_packed)
      130    0.000    0.000    0.000    0.000 common.py:34(_is_shutting_down)
        2    0.000    0.000    0.000    0.000 dispatcher.py:617(__init__)
       98    0.000    0.000    0.000    0.000 ir.py:530(__init__)
       98    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
        1    0.000    0.000    0.000    0.000 ctypes_utils.py:3(<module>)
        4    0.000    0.000    0.000    0.000 type_annotations.py:56(__init__)
       12    0.000    0.000    0.000    0.000 builtins.py:482(generic)
        8    0.000    0.000    0.000    0.000 functions.py:192(get_call_type)
       37    0.000    0.000    0.000    0.000 __init__.py:22(<genexpr>)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1949(timezone)
        2    0.000    0.000    0.000    0.000 model.py:272(build_backend_type)
       16    0.000    0.000    0.000    0.000 objmode.py:60(pre_block)
       60    0.000    0.000    0.000    0.000 ir.py:522(__repr__)
      147    0.000    0.000    0.000    0.000 cgutils.py:230(_cast_member_to_value)
       88    0.000    0.000    0.000    0.000 utils.py:247(__getitem__)
        6    0.000    0.000    0.000    0.000 types.py:177(_to_string)
        2    0.000    0.000    0.000    0.000 core.py:2934(__array_finalize__)
        1    0.000    0.000    0.000    0.000 _datasource.py:35(<module>)
        3    0.000    0.000    0.000    0.000 models.py:82(load_from_data_pointer)
        3    0.000    0.000    0.000    0.000 datetime.py:1368(__new__)
       12    0.000    0.000    0.000    0.000 ir.py:188(unary)
        1    0.000    0.000    0.000    0.000 tracing.py:1(<module>)
        5    0.000    0.000    0.000    0.000 utils.py:482(<listcomp>)
        1    0.000    0.000    0.000    0.000 initfini.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
       43    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
       57    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:433(spec_from_loader)
       22    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
       28    0.000    0.000    0.000    0.000 models.py:479(inner_types)
        6    0.000    0.000    0.000    0.000 context.py:92(match)
      146    0.000    0.000    0.000    0.000 misc.py:301(key)
        4    0.000    0.000    0.000    0.000 inspect.py:643(getfile)
       66    0.000    0.000    0.000    0.000 ffi.py:176(__bool__)
        1    0.000    0.000    0.000    0.000 _iotools.py:489(StringConverter)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1102(_legacy_get_spec)
        1    0.000    0.000    0.000    0.000 iterators.py:3(<module>)
      112    0.000    0.000    0.000    0.000 controlflow.py:562(jump)
        1    0.000    0.000    0.000    0.000 initfini.py:31(initialize_native_target)
       11    0.000    0.000    0.000    0.000 ffi.py:250(__hash__)
        1    0.000    0.000    0.000    0.000 core.py:2771(__new__)
        1    0.000    0.000    0.000    0.000 _import_tools.py:1(<module>)
      8/3    0.000    0.000    0.000    0.000 functools.py:676(<listcomp>)
       26    0.000    0.000    0.000    0.000 templates.py:631(register_attr)
        1    0.000    0.000    0.000    0.000 numerictypes.py:452(_set_array_types)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:269(_module_repr)
        1    0.000    0.000    0.000    0.000 static_binop.py:1(<module>)
        2    0.000    0.000    0.000    0.000 models.py:353(__init__)
        3    0.000    0.000    0.000    0.000 models.py:415(__init__)
      108    0.000    0.000    0.000    0.000 templates.py:91(as_function)
        3    0.000    0.000    0.000    0.000 iterators.py:9(__init__)
      130    0.000    0.000    0.000    0.000 ffi.py:157(__enter__)
       40    0.000    0.000    0.000    0.000 numerictypes.py:155(english_upper)
        5    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
      167    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        2    0.000    0.000    0.000    0.000 dispatcher.py:238(disable_compile)
        1    0.000    0.000    0.000    0.000 static_raise.py:1(<module>)
      118    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       10    0.000    0.000    0.000    0.000 transforms.py:49(inlining_threshold)
        1    0.000    0.000    0.000    0.000 linker.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
       88    0.000    0.000    0.000    0.000 traceback.py:149(_some_str)
        8    0.000    0.000    0.000    0.000 arraydecl.py:509(generic)
        1    0.000    0.000    0.000    0.000 codegen.py:536(JitEngine)
        1    0.000    0.000    0.000    0.000 builtins.py:217(BinOpPower)
        4    0.000    0.000    0.000    0.000 abstract.py:166(__call__)
        4    0.000    0.000    0.000    0.000 instructions.py:564(__init__)
      132    0.000    0.000    0.000    0.000 values.py:547(alignstack)
       16    0.000    0.000    0.000    0.000 random.py:223(_randbelow)
      102    0.000    0.000    0.000    0.000 inline_closurecall.py:366(_make_debug_print)
       10    0.000    0.000    0.000    0.000 transforms.py:14(__init__)
        2    0.000    0.000    0.000    0.000 arraydecl.py:545(_expand_integer)
       10    0.000    0.000    0.000    0.000 ir.py:181(inplace_binop)
      110    0.000    0.000    0.000    0.000 utils.py:201(_check_attr)
       43    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
        1    0.000    0.000    0.000    0.000 optional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        4    0.000    0.000    0.000    0.000 enumdecl.py:48(generic)
        3    0.000    0.000    0.000    0.000 rangeobj.py:16(make_range_iterator)
        6    0.000    0.000    0.000    0.000 context.py:74(finditer)
        1    0.000    0.000    0.000    0.000 module.py:8(Module)
        2    0.000    0.000    0.000    0.000 builder.py:809(atomic_rmw)
      132    0.000    0.000    0.000    0.000 values.py:556(personality)
      131    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 caching.py:660(save_overload)
       39    0.000    0.000    0.000    0.000 containers.py:250(<genexpr>)
        2    0.000    0.000    0.000    0.000 subprocess.py:1414(wait)
       21    0.000    0.000    0.000    0.000 model.py:68(_get_items)
        2    0.000    0.000    0.000    0.000 dispatcher.py:226(signatures)
       92    0.000    0.000    0.000    0.000 typeinfer.py:771(_mangle_arg_name)
       13    0.000    0.000    0.000    0.000 base.py:103(<lambda>)
       20    0.000    0.000    0.000    0.000 six.py:554(itervalues)
       10    0.000    0.000    0.000    0.000 transforms.py:109(_dispose)
       15    0.000    0.000    0.000    0.000 enum.py:310(__getattr__)
        1    0.000    0.000    0.000    0.000 printimpl.py:3(<module>)
      108    0.000    0.000    0.000    0.000 cgutils.py:233(_cast_member_from_value)
        3    0.000    0.000    0.000    0.000 ufunclike.py:14(_deprecate_out_named_y)
       38    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
       81    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       38    0.000    0.000    0.000    0.000 inspect.py:159(isfunction)
        8    0.000    0.000    0.000    0.000 functools.py:611(_c3_merge)
       58    0.000    0.000    0.000    0.000 ir.py:450(__str__)
        1    0.000    0.000    0.000    0.000 initfini.py:6(initialize)
        3    0.000    0.000    0.000    0.000 codegen.py:529(_proxy)
       27    0.000    0.000    0.000    0.000 core.py:68(double)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1190(__init__)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        2    0.000    0.000    0.000    0.000 arrayprint.py:416(decorating_function)
       42    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        2    0.000    0.000    0.000    0.000 typeof.py:142(<listcomp>)
        8    0.000    0.000    0.000    0.000 inspect.py:2797(replace)
       20    0.000    0.000    0.000    0.000 utils.py:436(_is_inherited_from_object)
        1    0.000    0.000    0.000    0.000 os.py:994(close)
        2    0.000    0.000    0.000    0.000 options.py:24(parse_as_flags)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:861(_find_spec_legacy)
        3    0.000    0.000    0.000    0.000 {built-in method posix.open}
        1    0.000    0.000    0.000    0.000 enumimpl.py:3(<module>)
        1    0.000    0.000    0.000    0.000 intrinsics.py:3(<module>)
        8    0.000    0.000    0.000    0.000 models.py:511(<listcomp>)
       24    0.000    0.000    0.000    0.000 tokenize.py:148(<listcomp>)
       94    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        6    0.000    0.000    0.000    0.000 setdecl.py:168(generic)
        1    0.000    0.000    0.000    0.000 <string>:5(_CompileResult)
       36    0.000    0.000    0.000    0.000 compiler.py:295(fallback_context)
        1    0.000    0.000    0.000    0.000 builtins.py:37(Abs)
       70    0.000    0.000    0.000    0.000 base.py:1037(__init__)
        1    0.000    0.000    0.000    0.000 executionengine.py:15(create_mcjit_compiler)
        1    0.000    0.000    0.000    0.000 __init__.py:760(Handler)
        1    0.000    0.000    0.000    0.000 dispatcher.py:438(Dispatcher)
        1    0.000    0.000    0.000    0.000 nrtdynmod.py:3(<module>)
        8    0.000    0.000    0.000    0.000 typeinfer.py:983(typeof_setitem)
       52    0.000    0.000    0.000    0.000 typeinfer.py:1062(sentry_modified_builtin)
       96    0.000    0.000    0.000    0.000 interpreter.py:206(code_consts)
        4    0.000    0.000    0.000    0.000 analysis.py:220(find_top_level_loops)
        1    0.000    0.000    0.000    0.000 removerefctpass.py:4(<module>)
        4    0.000    0.000    0.000    0.000 callwrapper.py:190(_simplified_return_type)
        6    0.000    0.000    0.000    0.000 numeric.py:2460(seterr)
        3    0.000    0.000    0.000    0.000 __init__.py:476(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 fastmathpass.py:1(<module>)
       10    0.000    0.000    0.000    0.000 transforms.py:26(opt_level)
       35    0.000    0.000    0.000    0.000 types.py:278(__eq__)
        1    0.000    0.000    0.000    0.000 _numpy_fft.py:54(<module>)
       39    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
       16    0.000    0.000    0.000    0.000 objmode.py:504(init_vars)
        1    0.000    0.000    0.000    0.000 builtins.py:195(BinOpTrueDiv)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
       96    0.000    0.000    0.000    0.000 enum.py:628(<lambda>)
        1    0.000    0.000    0.000    0.000 setobj.py:94(_SetPayload)
        2    0.000    0.000    0.000    0.000 transforms.py:85(<listcomp>)
        2    0.000    0.000    0.000    0.000 util.py:301(_findLib_prefix)
       13    0.000    0.000    0.000    0.000 arrayobj.py:436(<genexpr>)
       26    0.000    0.000    0.000    0.000 context.py:404(insert_attributes)
        2    0.000    0.000    0.000    0.000 module.py:124(triple)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        6    0.000    0.000    0.000    0.000 _collections_abc.py:879(__iter__)
       79    0.000    0.000    0.000    0.000 abc.py:9(abstractmethod)
        4    0.000    0.000    0.000    0.000 six.py:89(__get__)
        8    0.000    0.000    0.000    0.000 typeinfer.py:989(typeof_static_setitem)
       12    0.000    0.000    0.000    0.000 functions.py:103(get_impl_key)
        1    0.000    0.000    0.000    0.000 value.py:30(Visibility)
        7    0.000    0.000    0.000    0.000 value.py:78(linkage)
        1    0.000    0.000    0.000    0.000 error.py:2(<module>)
      104    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
       35    0.000    0.000    0.000    0.000 datetime.py:261(_check_int_field)
        4    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        2    0.000    0.000    0.000    0.000 os.py:195(makedirs)
      111    0.000    0.000    0.000    0.000 models.py:217(as_argument)
       78    0.000    0.000    0.000    0.000 templates.py:535(_resolve)
        7    0.000    0.000    0.000    0.000 value.py:74(linkage)
       32    0.000    0.000    0.000    0.000 types.py:380(gep)
       40    0.000    0.000    0.000    0.000 typeinfer.py:318(__init__)
       24    0.000    0.000    0.000    0.000 dataflow.py:107(add_syntax_block)
       79    0.000    0.000    0.000    0.000 npydecl.py:310(typing_class)
      111    0.000    0.000    0.000    0.000 models.py:226(from_argument)
       39    0.000    0.000    0.000    0.000 funcdesc.py:60(<genexpr>)
        1    0.000    0.000    0.000    0.000 npytypes.py:269(Array)
        1    0.000    0.000    0.000    0.000 value.py:38(StorageClass)
       29    0.000    0.000    0.000    0.000 imputils.py:102(decorate)
       79    0.000    0.000    0.000    0.000 registry.py:7(register)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
       10    0.000    0.000    0.000    0.000 dataflow.py:96(<listcomp>)
        1    0.000    0.000    0.000    0.000 manager.py:1(<module>)
       91    0.000    0.000    0.000    0.000 inspect.py:2484(name)
       88    0.000    0.000    0.000    0.000 instructions.py:280(cond)
       10    0.000    0.000    0.000    0.000 transforms.py:79(loop_vectorize)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
        1    0.000    0.000    0.000    0.000 npyfuncs.py:5(<module>)
        8    0.000    0.000    0.000    0.000 dataflow.py:162(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:46(Slice)
        1    0.000    0.000    0.000    0.000 builtins.py:62(Range)
        7    0.000    0.000    0.000    0.000 utils.py:190(__init__)
        4    0.000    0.000    0.000    0.000 utils.py:221(copy)
       22    0.000    0.000    0.000    0.000 six.py:654(reraise)
       88    0.000    0.000    0.000    0.000 instructions.py:284(lhs)
        1    0.000    0.000    0.000    0.000 core.py:3064(view)
        1    0.000    0.000    0.000    0.000 format.py:149(<module>)
        5    0.000    0.000    0.000    0.000 datetime.py:278(_check_date_fields)
       22    0.000    0.000    0.000    0.000 copyreg.py:87(__newobj__)
        5    0.000    0.000    0.000    0.000 sre_compile.py:381(_bytes_to_codes)
        2    0.000    0.000    0.000    0.000 caching.py:219(__init__)
        1    0.000    0.000    0.000    0.000 options.py:3(<module>)
        8    0.000    0.000    0.000    0.000 ir.py:239(exhaust_iter)
        1    0.000    0.000    0.000    0.000 numerictypes.py:429(_construct_char_code_lookup)
        1    0.000    0.000    0.000    0.000 _internal.py:686(AxisError)
       77    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       85    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
       36    0.000    0.000    0.000    0.000 npydecl.py:419(<genexpr>)
       82    0.000    0.000    0.000    0.000 functions.py:181(key)
       86    0.000    0.000    0.000    0.000 inspect.py:2789(parameters)
       88    0.000    0.000    0.000    0.000 instructions.py:288(rhs)
        2    0.000    0.000    0.000    0.000 instructions.py:596(__init__)
        5    0.000    0.000    0.000    0.000 datetime.py:291(_check_time_fields)
        1    0.000    0.000    0.000    0.000 plyparser.py:12(<module>)
       10    0.000    0.000    0.000    0.000 typeinfer.py:390(_is_array_not_precise)
        6    0.000    0.000    0.000    0.000 ir.py:707(make_temp)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:479(decorating_function)
       45    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 ctypes_utils.py:35(<dictcomp>)
        1    0.000    0.000    0.000    0.000 compiler.py:260(Pipeline)
       18    0.000    0.000    0.000    0.000 ir.py:525(infer_constant)
       90    0.000    0.000    0.000    0.000 containers.py:257(key)
        1    0.000    0.000    0.000    0.000 subprocess.py:746(__exit__)
       30    0.000    0.000    0.000    0.000 numerictypes.py:444(_add_array_type)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
       22    0.000    0.000    0.000    0.000 weakref.py:472(popitem)
        8    0.000    0.000    0.000    0.000 consts.py:91(_infer_getattr)
        4    0.000    0.000    0.000    0.000 uuid.py:106(__init__)
        1    0.000    0.000    0.000    0.000 typeof.py:13(Purpose)
       19    0.000    0.000    0.000    0.000 containers.py:242(<genexpr>)
       55    0.000    0.000    0.000    0.000 module.py:186(get_identified_types)
       10    0.000    0.000    0.000    0.000 transforms.py:91(slp_vectorize)
        1    0.000    0.000    0.000    0.000 enum.py:848(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:600(NumberAttribute)
        7    0.000    0.000    0.000    0.000 {built-in method posix.close}
       82    0.000    0.000    0.000    0.000 interpreter.py:214(code_names)
       13    0.000    0.000    0.000    0.000 npydecl.py:392(<genexpr>)
        1    0.000    0.000    0.000    0.000 ctypes_support.py:3(<module>)
       10    0.000    0.000    0.000    0.000 core.py:80(struct)
        6    0.000    0.000    0.000    0.000 types.py:179(<listcomp>)
        3    0.000    0.000    0.000    0.000 numeric.py:2857(__enter__)
       27    0.000    0.000    0.000    0.000 pathlib.py:119(<genexpr>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.000    0.000 consts.py:1(<module>)
       24    0.000    0.000    0.000    0.000 interpreter.py:889(op_POP_BLOCK)
        1    0.000    0.000    0.000    0.000 models.py:1160(__init__)
       56    0.000    0.000    0.000    0.000 ir.py:541(__init__)
        2    0.000    0.000    0.000    0.000 options.py:31(set_flags)
       24    0.000    0.000    0.000    0.000 dataflow.py:114(pop_syntax_block)
        4    0.000    0.000    0.000    0.000 itanium_mangler.py:97(repl)
        4    0.000    0.000    0.000    0.000 cpu.py:130(post_lowering)
        2    0.000    0.000    0.000    0.000 core.py:6429(__init__)
        2    0.000    0.000    0.000    0.000 core.py:2908(_update_from)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        6    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        5    0.000    0.000    0.000    0.000 callconv.py:35(_const_int)
       24    0.000    0.000    0.000    0.000 controlflow.py:602(op_POP_BLOCK)
        8    0.000    0.000    0.000    0.000 npytypes.py:330(can_convert_to)
        1    0.000    0.000    0.000    0.000 optimizer.py:5(<module>)
       14    0.000    0.000    0.000    0.000 numerictypes.py:182(english_capitalize)
       27    0.000    0.000    0.000    0.000 pathlib.py:120(<genexpr>)
       66    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 c_parser.py:19(CParser)
        6    0.000    0.000    0.000    0.000 dataflow.py:626(op_POP_JUMP_IF_FALSE)
       45    0.000    0.000    0.000    0.000 typeinfer.py:507(__init__)
       25    0.000    0.000    0.000    0.000 models.py:45(get_data_type)
        3    0.000    0.000    0.000    0.000 extending.py:17(type_callable)
       52    0.000    0.000    0.000    0.000 scalars.py:37(__lt__)
       45    0.000    0.000    0.000    0.000 containers.py:182(types)
       72    0.000    0.000    0.000    0.000 abstract.py:132(can_convert_to)
        3    0.000    0.000    0.000    0.000 _version.py:7(<module>)
       13    0.000    0.000    0.000    0.000 enum.py:135(<dictcomp>)
       46    0.000    0.000    0.000    0.000 registry.py:12(__init__)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
       68    0.000    0.000    0.000    0.000 typeinfer.py:496(get_call_signature)
        1    0.000    0.000    0.000    0.000 base.py:174(BaseContext)
       12    0.000    0.000    0.000    0.000 abstract.py:181(_determine_array_spec)
       22    0.000    0.000    0.000    0.000 errors.py:219(__init__)
       75    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
       23    0.000    0.000    0.000    0.000 numerictypes.py:217(_evalname)
       19    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
       39    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:908(__init__)
       21    0.000    0.000    0.000    0.000 model.py:69(<listcomp>)
        2    0.000    0.000    0.000    0.000 transforms.py:116(<listcomp>)
        4    0.000    0.000    0.000    0.000 dataflow.py:135(op_ROT_TWO)
        1    0.000    0.000    0.000    0.000 builtins.py:162(BinOp)
       72    0.000    0.000    0.000    0.000 lowering.py:124(pre_block)
        2    0.000    0.000    0.000    0.000 instructions.py:602(descr)
       74    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
       20    0.000    0.000    0.000    0.000 tokenize.py:112(group)
        2    0.000    0.000    0.000    0.000 pathlib.py:390(_wrap_binary_strfunc)
        1    0.000    0.000    0.000    0.000 linalg.py:74(_determine_error_states)
       18    0.000    0.000    0.000    0.000 lex.py:1090(set_regex)
       18    0.000    0.000    0.000    0.000 cffi_utils.py:27(is_ffi_instance)
        4    0.000    0.000    0.000    0.000 interpreter.py:885(op_JUMP_FORWARD)
        6    0.000    0.000    0.000    0.000 core.py:121(undef)
        6    0.000    0.000    0.000    0.000 utils.py:548(__init__)
       15    0.000    0.000    0.000    0.000 builder.py:88(__init__)
        1    0.000    0.000    0.000    0.000 functools.py:750(singledispatch)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
       72    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        6    0.000    0.000    0.000    0.000 listdecl.py:193(generic)
        6    0.000    0.000    0.000    0.000 controlflow.py:610(_op_ABSOLUTE_JUMP_IF)
       62    0.000    0.000    0.000    0.000 models.py:321(has_nrt_meminfo)
        6    0.000    0.000    0.000    0.000 lowering.py:871(<listcomp>)
       24    0.000    0.000    0.000    0.000 core.py:13(<lambda>)
       55    0.000    0.000    0.000    0.000 dis.py:391(findlinestarts)
       16    0.000    0.000    0.000    0.000 inspect.py:505(_is_wrapper)
       55    0.000    0.000    0.000    0.000 module.py:191(<listcomp>)
        1    0.000    0.000    0.000    0.000 models.py:723(__init__)
        3    0.000    0.000    0.000    0.000 lowering.py:526(<listcomp>)
        6    0.000    0.000    0.000    0.000 context.py:50(__getitem__)
        6    0.000    0.000    0.000    0.000 iterators.py:24(__init__)
       16    0.000    0.000    0.000    0.000 values.py:350(_get_reference)
        1    0.000    0.000    0.000    0.000 core.py:6282(__array_finalize__)
       36    0.000    0.000    0.000    0.000 posixpath.py:468(<listcomp>)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:581(_module_repr_from_spec)
       70    0.000    0.000    0.000    0.000 models.py:223(from_data)
       12    0.000    0.000    0.000    0.000 ir.py:468(__str__)
       35    0.000    0.000    0.000    0.000 pythonapi.py:95(__init__)
       36    0.000    0.000    0.000    0.000 types.py:408(packed)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        8    0.000    0.000    0.000    0.000 tokenize.py:379(read_or_stop)
        1    0.000    0.000    0.000    0.000 datetime.py:530(__neg__)
        1    0.000    0.000    0.000    0.000 loss.py:2(<module>)
        2    0.000    0.000    0.000    0.000 dataflow.py:341(op_CALL_FUNCTION_KW)
        4    0.000    0.000    0.000    0.000 interpreter.py:68(__init__)
       10    0.000    0.000    0.000    0.000 dataflow.py:100(<listcomp>)
       53    0.000    0.000    0.000    0.000 pythonapi.py:24(decorator)
       80    0.000    0.000    0.000    0.000 abstract.py:140(can_convert_from)
        2    0.000    0.000    0.000    0.000 subprocess.py:1154(_get_handles)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        7    0.000    0.000    0.000    0.000 os.py:794(fsencode)
        4    0.000    0.000    0.000    0.000 dataflow.py:657(op_RETURN_VALUE)
       46    0.000    0.000    0.000    0.000 typeinfer.py:175(__init__)
       69    0.000    0.000    0.000    0.000 models.py:214(as_data)
        1    0.000    0.000    0.000    0.000 functions.py:326(__init__)
       49    0.000    0.000    0.000    0.000 common.py:21(iterator_type)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
       10    0.000    0.000    0.000    0.000 {built-in method _warnings.warn_explicit}
       40    0.000    0.000    0.000    0.000 loss.py:16(__init__)
        6    0.000    0.000    0.000    0.000 inline_closurecall.py:92(<listcomp>)
       44    0.000    0.000    0.000    0.000 controlflow.py:102(set_entry_point)
        9    0.000    0.000    0.000    0.000 registry.py:48(do_register)
       19    0.000    0.000    0.000    0.000 arrayobj.py:63(ArrayStruct)
        2    0.000    0.000    0.000    0.000 decorators.py:34(jit)
       12    0.000    0.000    0.000    0.000 ctypeslib.py:331(prep_simple)
        2    0.000    0.000    0.000    0.000 datetime.py:1048(__new__)
       11    0.000    0.000    0.000    0.000 _collections_abc.py:676(items)
       63    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 numbers.py:564(real_add_impl)
        1    0.000    0.000    0.000    0.000 npdatetime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 builder.py:814(cmpxchg)
       14    0.000    0.000    0.000    0.000 __init__.py:24(register_func)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:21(<module>)
        2    0.000    0.000    0.000    0.000 os.py:672(__setitem__)
        1    0.000    0.000    0.000    0.000 codegen.py:781(_customize_tm_options)
       46    0.000    0.000    0.000    0.000 imputils.py:46(lower_getattr)
       53    0.000    0.000    0.000    0.000 imputils.py:403(impl_ret_untracked)
        8    0.000    0.000    0.000    0.000 ir.py:646(__init__)
       66    0.000    0.000    0.000    0.000 tracing.py:207(noevent)
        1    0.000    0.000    0.000    0.000 context.py:41(CallStack)
       36    0.000    0.000    0.000    0.000 enum.py:179(<genexpr>)
       36    0.000    0.000    0.000    0.000 posixpath.py:469(<listcomp>)
       46    0.000    0.000    0.000    0.000 ir.py:517(__init__)
       56    0.000    0.000    0.000    0.000 ir.py:549(infer_constant)
       12    0.000    0.000    0.000    0.000 base.py:1045(__getattr__)
       50    0.000    0.000    0.000    0.000 common.py:32(yield_type)
        8    0.000    0.000    0.000    0.000 tokenize.py:385(find_cookie)
        3    0.000    0.000    0.000    0.000 numeric.py:2862(__exit__)
        1    0.000    0.000    0.000    0.000 arraydecl.py:114(check_contiguity)
        8    0.000    0.000    0.000    0.000 api.py:922(_builtin_function_type)
        1    0.000    0.000    0.000    0.000 cffiimpl.py:3(<module>)
        1    0.000    0.000    0.000    0.000 appdirs.py:9(<module>)
        1    0.000    0.000    0.000    0.000 builtins.py:586(BooleanAttribute)
        1    0.000    0.000    0.000    0.000 extending.py:213(_Intrinsic)
        2    0.000    0.000    0.000    0.000 base.py:343(insert_user_function)
        8    0.000    0.000    0.000    0.000 templates.py:598(generic)
        1    0.000    0.000    0.000    0.000 sigutils.py:1(<module>)
        5    0.000    0.000    0.000    0.000 registry.py:56(typing_context)
        7    0.000    0.000    0.000    0.000 misc.py:137(__init__)
