   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      447    0.002    0.000    0.004    0.000 value.py:66(name)
       94    0.001    0.000    0.004    0.000 ir_utils.py:1350(find_callname)
        1    0.000    0.000    0.004    0.004 signals.py:1(<module>)
       79    0.000    0.000    0.004    0.000 npydecl.py:308(_numpy_ufunc)
     1527    0.003    0.000    0.004    0.000 sre_parse.py:163(__getitem__)
        4    0.000    0.000    0.004    0.001 packer.py:99(<listcomp>)
     1075    0.003    0.000    0.004    0.000 warnings.py:449(__enter__)
       32    0.000    0.000    0.004    0.000 arrayobj.py:43(mark_positive)
        1    0.000    0.000    0.004    0.004 typeconv.py:1(<module>)
      519    0.001    0.000    0.004    0.000 bytecode.py:162(next)
        8    0.000    0.000    0.004    0.000 models.py:588(as_argument)
      353    0.004    0.000    0.004    0.000 {method 'read' of '_io.FileIO' objects}
       24    0.000    0.000    0.004    0.000 interpreter.py:696(op_FOR_ITER)
      312    0.002    0.000    0.004    0.000 {method 'sort' of 'list' objects}
       32    0.000    0.000    0.004    0.000 arrayobj.py:32(set_range_metadata)
      422    0.002    0.000    0.004    0.000 ir.py:905(get_definition)
      376    0.002    0.000    0.004    0.000 base.py:683(get_c_value)
        2    0.000    0.000    0.004    0.002 subprocess.py:588(__init__)
      164    0.001    0.000    0.004    0.000 interpreter.py:165(_insert_outgoing_phis)
      848    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:78(acquire)
        1    0.000    0.000    0.004    0.004 pickle.py:24(<module>)
     2098    0.003    0.000    0.004    0.000 typeinfer.py:360(<genexpr>)
        1    0.000    0.000    0.004    0.004 string.py:65(__init__)
      545    0.002    0.000    0.004    0.000 templates.py:120(signature)
     2124    0.002    0.000    0.004    0.000 typeinfer.py:103(getone)
       66    0.000    0.000    0.004    0.000 extending.py:79(decorate)
        1    0.000    0.000    0.004    0.004 polynomial.py:4(<module>)
        1    0.000    0.000    0.003    0.003 hashlib.py:54(<module>)
      184    0.001    0.000    0.003    0.000 typeinfer.py:866(lock_type)
      192    0.001    0.000    0.003    0.000 numpy_support.py:215(supported_ufunc_loop)
        2    0.000    0.000    0.003    0.002 subprocess.py:1208(_execute_child)
       12    0.000    0.000    0.003    0.000 typeinfer.py:548(__call__)
      812    0.002    0.000    0.003    0.000 _utils.py:71(<listcomp>)
        1    0.000    0.000    0.003    0.003 __init__.py:88(<module>)
      446    0.001    0.000    0.003    0.000 ir.py:691(redefine)
      710    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1080(_path_importer_cache)
      397    0.001    0.000    0.003    0.000 values.py:185(__init__)
        3    0.000    0.000    0.003    0.001 extending.py:163(decorate)
     3616    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
       40    0.000    0.000    0.003    0.000 pythonapi.py:389(dict_getitem)
     1532    0.002    0.000    0.003    0.000 values.py:271(__eq__)
      213    0.001    0.000    0.003    0.000 instructions.py:31(descr)
        3    0.000    0.000    0.003    0.001 templates.py:567(make_overload_method_template)
      176    0.000    0.000    0.003    0.000 typeconv.py:99(_cb_update)
        3    0.000    0.000    0.003    0.001 templates.py:552(make_overload_attribute_template)
       16    0.000    0.000    0.003    0.000 models.py:444(from_argument)
       16    0.000    0.000    0.003    0.000 transforms.py:231(yield_loops_with_multiple_backedges)
       35    0.000    0.000    0.003    0.000 removerefctpass.py:53(valid_input)
      153    0.002    0.000    0.003    0.000 functools.py:44(update_wrapper)
      848    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:103(release)
        1    0.000    0.000    0.003    0.003 scanner.py:2(<module>)
       30    0.000    0.000    0.003    0.000 pythonapi.py:948(call)
        8    0.000    0.000    0.003    0.000 context.py:253(resolve_static_setitem)
      170    0.000    0.000    0.003    0.000 static_raise.py:32(match)
       26    0.000    0.000    0.003    0.000 cgutils.py:629(unpack_tuple)
     1560    0.002    0.000    0.003    0.000 values.py:280(__hash__)
     3096    0.003    0.000    0.003    0.000 types.py:207(__new__)
     1075    0.003    0.000    0.003    0.000 warnings.py:468(__exit__)
        1    0.000    0.000    0.003    0.003 signal.py:1(<module>)
       60    0.002    0.000    0.003    0.000 transforms.py:218(has_multiple_backedges)
      170    0.000    0.000    0.003    0.000 ir_print.py:59(match)
       64    0.000    0.000    0.003    0.000 models.py:686(getter)
       26    0.000    0.000    0.003    0.000 cgutils.py:636(<listcomp>)
      498    0.001    0.000    0.003    0.000 context.py:558(unify_pairs)
        9    0.000    0.000    0.003    0.000 core.py:161(add_function)
        1    0.000    0.000    0.003    0.003 subprocess.py:42(<module>)
       37    0.000    0.000    0.003    0.000 pythonapi.py:1024(object_getattr)
        1    0.000    0.000    0.003    0.003 randomdecl.py:1(<module>)
       39    0.000    0.000    0.003    0.000 models.py:101(<listcomp>)
        1    0.000    0.000    0.003    0.003 postproc.py:1(<module>)
     3803    0.003    0.000    0.003    0.000 controlflow.py:86(successors)
        1    0.000    0.000    0.003    0.003 models.py:1(<module>)
      192    0.000    0.000    0.003    0.000 numpy_support.py:265(numpy_outputs)
       90    0.000    0.000    0.003    0.000 builder.py:457(icmp_signed)
        1    0.000    0.000    0.003    0.003 builder.py:1(<module>)
       54    0.000    0.000    0.003    0.000 interpreter.py:636(op_CALL_FUNCTION)
  586/289    0.002    0.000    0.003    0.000 sre_parse.py:173(getwidth)
      706    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:63(_path_split)
       57    0.001    0.000    0.003    0.000 sre_compile.py:482(_compile_info)
      192    0.001    0.000    0.003    0.000 npydecl.py:57(<listcomp>)
     1480    0.002    0.000    0.003    0.000 ir.py:603(is_temp)
      576    0.001    0.000    0.003    0.000 npydecl.py:212(<genexpr>)
        2    0.000    0.000    0.003    0.001 lowering.py:92(init_pyapi)
        5    0.000    0.000    0.003    0.001 codegen.py:503(scan_defined_symbols)
       72    0.001    0.000    0.003    0.000 array_exprs.py:33(match)
      354    0.001    0.000    0.003    0.000 linecache.py:15(getline)
       75    0.000    0.000    0.003    0.000 posixpath.py:369(abspath)
        2    0.001    0.000    0.003    0.001 six.py:1(<module>)
        1    0.000    0.000    0.003    0.003 misc.py:1(<module>)
      353    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:840(path_stats)
      392    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:524(spec_from_file_location)
       26    0.000    0.000    0.003    0.000 consts.py:78(<genexpr>)
     3846    0.003    0.000    0.003    0.000 {method 'pop' of 'dict' objects}
     1243    0.002    0.000    0.003    0.000 models.py:650(get_field_position)
       77    0.000    0.000    0.003    0.000 core.py:232(icmp)
        8    0.000    0.000    0.003    0.000 templates.py:235(apply)
        1    0.000    0.000    0.003    0.003 codegen.py:590(__init__)
        1    0.000    0.000    0.003    0.003 errors.py:3(<module>)
       48    0.001    0.000    0.003    0.000 typeinfer.py:287(__call__)
      198    0.001    0.000    0.003    0.000 ir.py:484(__str__)
     2955    0.003    0.000    0.003    0.000 {built-in method builtins.min}
      617    0.001    0.000    0.003    0.000 functools.py:764(dispatch)
 1603/691    0.002    0.000    0.003    0.000 packer.py:146(rec)
        4    0.000    0.000    0.003    0.001 warnings.py:119(filterwarnings)
      483    0.002    0.000    0.003    0.000 ir.py:159(__init__)
       48    0.000    0.000    0.003    0.000 typeinfer.py:305(__call__)
        1    0.000    0.000    0.003    0.003 nrtopt.py:3(<module>)
     1233    0.002    0.000    0.003    0.000 types.py:477(__eq__)
      416    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:151(__exit__)
        1    0.000    0.000    0.003    0.003 executionengine.py:1(<module>)
      138    0.001    0.000    0.003    0.000 dataflow.py:401(_binaryop)
     4214    0.003    0.000    0.003    0.000 {function TargetRegistry.__getitem__ at 0x7f81cf9d6bf8}
       60    0.000    0.000    0.003    0.000 interpreter.py:803(op_BINARY_MULTIPLY)
        1    0.000    0.000    0.003    0.003 inline_closurecall.py:1(<module>)
        4    0.000    0.000    0.003    0.001 funcdesc.py:139(_from_python_function)
       32    0.000    0.000    0.003    0.000 pythonapi.py:1050(object_getitem)
        2    0.000    0.000    0.003    0.001 cpu.py:102(get_env_manager)
      289    0.001    0.000    0.003    0.000 values.py:20(_escape_string)
      104    0.000    0.000    0.003    0.000 ir.py:294(infer_constant)
        1    0.000    0.000    0.003    0.003 parse.py:28(<module>)
      192    0.000    0.000    0.003    0.000 numpy_support.py:267(<listcomp>)
      240    0.000    0.000    0.003    0.000 numeric.py:424(asarray)
       22    0.000    0.000    0.003    0.000 arraydecl.py:19(get_array_index_type)
      424    0.001    0.000    0.003    0.000 interpreter.py:34(assign)
       16    0.000    0.000    0.003    0.000 pythonapi.py:358(raise_missing_global_error)
        4    0.000    0.000    0.003    0.001 funcdesc.py:38(__init__)
       12    0.000    0.000    0.003    0.000 models.py:451(as_data)
     2450    0.003    0.000    0.003    0.000 npytypes.py:309(key)
       96    0.000    0.000    0.003    0.000 interpreter.py:571(op_LOAD_CONST)
      192    0.000    0.000    0.003    0.000 npydecl.py:77(<listcomp>)
      300    0.001    0.000    0.003    0.000 dataflow.py:240(op_LOAD_FAST)
     1230    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:847(__exit__)
        1    0.000    0.000    0.003    0.003 objmode.py:256(<listcomp>)
      176    0.001    0.000    0.003    0.000 typeconv.py:31(set_compatible)
       48    0.000    0.000    0.003    0.000 builtins.py:99(generic)
      164    0.001    0.000    0.003    0.000 interpreter.py:136(_start_new_block)
      390    0.002    0.000    0.003    0.000 functions.py:76(__init__)
       12    0.000    0.000    0.003    0.000 models.py:459(from_data)
      192    0.000    0.000    0.003    0.000 npydecl.py:59(<listcomp>)
     1024    0.002    0.000    0.003    0.000 ir.py:50(with_lineno)
     3688    0.003    0.000    0.003    0.000 analysis.py:38(<genexpr>)
     1230    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:843(__enter__)
     1292    0.002    0.000    0.003    0.000 controlflow.py:68(add_node)
       21    0.000    0.000    0.003    0.000 packer.py:169(__init__)
       45    0.000    0.000    0.003    0.000 cgutils.py:414(is_not_null)
        4    0.000    0.000    0.003    0.001 funcdesc.py:13(default_mangler)
        3    0.000    0.000    0.003    0.001 __init__.py:332(__init__)
      122    0.000    0.000    0.003    0.000 enum.py:795(__or__)
        4    0.000    0.000    0.003    0.001 itanium_mangler.py:213(mangle)
     1396    0.002    0.000    0.003    0.000 interpreter.py:53(get_assignment_source)
       21    0.000    0.000    0.003    0.000 packer.py:172(_build_unflatten_code)
        1    0.000    0.000    0.003    0.003 financial.py:12(<module>)
        6    0.000    0.000    0.003    0.000 pythonapi.py:1176(nrt_adapt_ndarray_to_python)
     2746    0.003    0.000    0.003    0.000 {built-in method numba.typeconv._typeconv.check_compatible}
      414    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:176(cb)
      954    0.001    0.000    0.003    0.000 dataflow.py:790(pop)
   141/21    0.001    0.000    0.002    0.000 packer.py:177(rec)
      243    0.000    0.000    0.002    0.000 base.py:327(_insert_getattr_defn)
     2635    0.002    0.000    0.002    0.000 {built-in method builtins.max}
     1112    0.002    0.000    0.002    0.000 ir.py:668(get_exact)
      170    0.001    0.000    0.002    0.000 enum.py:70(__setitem__)
        1    0.000    0.000    0.002    0.002 transforms.py:3(<module>)
      396    0.000    0.000    0.002    0.000 values.py:633(<genexpr>)
     2673    0.002    0.000    0.002    0.000 enum.py:326(__getitem__)
        1    0.000    0.000    0.002    0.002 linalg.py:3(<module>)
      222    0.001    0.000    0.002    0.000 typeinfer.py:882(check_var)
     1120    0.001    0.000    0.002    0.000 os.py:746(decode)
        1    0.000    0.000    0.002    0.002 mathdecl.py:1(<module>)
        3    0.002    0.001    0.002    0.001 {built-in method _ctypes.dlopen}
       46    0.000    0.000    0.002    0.000 interpreter.py:797(op_BINARY_ADD)
        1    0.000    0.000    0.002    0.002 nrtdynmod.py:154(_define_nrt_unresolved_abort)
        1    0.000    0.000    0.002    0.002 datetime.py:5(<module>)
        1    0.000    0.000    0.002    0.002 dis.py:1(<module>)
        1    0.000    0.000    0.002    0.002 utils.py:288(inner)
        1    0.000    0.000    0.002    0.002 base.py:150(_load_global_helpers)
        1    0.000    0.000    0.002    0.002 codegen.py:601(_init)
      243    0.000    0.000    0.002    0.000 base.py:335(_insert_cast_defn)
     1640    0.002    0.000    0.002    0.000 {method 'decode' of 'bytes' objects}
      434    0.001    0.000    0.002    0.000 module.py:200(_next)
       21    0.000    0.000    0.002    0.000 pythonapi.py:1290(serialize_object)
       40    0.001    0.000    0.002    0.000 {method 'choice' of 'mtrand.RandomState' objects}
     1676    0.002    0.000    0.002    0.000 {built-in method builtins.setattr}
        5    0.000    0.000    0.002    0.000 cgutils.py:649(get_item_pointer2)
      571    0.001    0.000    0.002    0.000 _weakrefset.py:26(__exit__)
       17    0.000    0.000    0.002    0.000 cgutils.py:377(alloca_once_value)
      243    0.000    0.000    0.002    0.000 base.py:339(_insert_get_constant_defn)
      272    0.001    0.000    0.002    0.000 dylib.py:16(add_symbol)
      706    0.002    0.000    0.002    0.000 typeinfer.py:690(__setitem__)
        4    0.000    0.000    0.002    0.001 packer.py:117(assign_names)
      284    0.001    0.000    0.002    0.000 core.py:117(null)
        1    0.000    0.000    0.002    0.002 npyio.py:1(<module>)
      332    0.001    0.000    0.002    0.000 builder.py:116(position_before)
      938    0.001    0.000    0.002    0.000 analysis.py:108(<genexpr>)
      242    0.001    0.000    0.002    0.000 typeof.py:101(_typeof_int)
        4    0.000    0.000    0.002    0.001 itanium_mangler.py:199(mangle_args)
        1    0.000    0.000    0.002    0.002 dufunc.py:1(<module>)
      148    0.001    0.000    0.002    0.000 abc.py:135(<setcomp>)
      546    0.001    0.000    0.002    0.000 types.py:373(__eq__)
     2522    0.002    0.000    0.002    0.000 ir.py:376(__init__)
        4    0.000    0.000    0.002    0.001 itanium_mangler.py:203(<listcomp>)
      243    0.000    0.000    0.002    0.000 base.py:331(_insert_setattr_defn)
       24    0.000    0.000    0.002    0.000 interpreter.py:316(op_BUILD_SLICE)
     1907    0.002    0.000    0.002    0.000 sre_parse.py:232(__next)
    75/35    0.000    0.000    0.002    0.000 itanium_mangler.py:156(mangle_type_or_value)
       50    0.000    0.000    0.002    0.000 interpreter.py:565(op_LOAD_ATTR)
      567    0.001    0.000    0.002    0.000 os.py:687(__iter__)
      979    0.001    0.000    0.002    0.000 imputils.py:36(decorate)
     1020    0.001    0.000    0.002    0.000 dataflow.py:853(append)
      389    0.001    0.000    0.002    0.000 module.py:209(_next)
        1    0.000    0.000    0.002    0.002 os.py:968(popen)
      474    0.001    0.000    0.002    0.000 module.py:140(add_global)
        2    0.000    0.000    0.002    0.001 funcdesc.py:156(from_specialized_function)
     3230    0.002    0.000    0.002    0.000 {built-in method _warnings._filters_mutated}
      836    0.001    0.000    0.002    0.000 value.py:50(__init__)
      369    0.001    0.000    0.002    0.000 base.py:634(cast)
     2756    0.002    0.000    0.002    0.000 ir.py:782(terminator)
      571    0.001    0.000    0.002    0.000 os.py:742(encode)
      132    0.000    0.000    0.002    0.000 values.py:745(__str__)
      563    0.001    0.000    0.002    0.000 context.py:362(_lookup_global)
      519    0.001    0.000    0.002    0.000 bytecode.py:159(_fetch_opcode)
      119    0.000    0.000    0.002    0.000 typeconv.py:42(set_unsafe_convert)
       16    0.000    0.000    0.002    0.000 pythonapi.py:1306(c_api_error)
     1453    0.002    0.000    0.002    0.000 {method 'encode' of 'str' objects}
      409    0.001    0.000    0.002    0.000 context.py:401(insert_global)
        1    0.000    0.000    0.002    0.002 decimal.py:2(<module>)
        1    0.000    0.000    0.002    0.002 value.py:1(<module>)
       12    0.000    0.000    0.002    0.000 imputils.py:262(set_valid)
       52    0.000    0.000    0.002    0.000 models.py:324(get_nrt_meminfo)
      210    0.000    0.000    0.002    0.000 ir_utils.py:1311(get_definition)
      706    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:52(_r_long)
        2    0.000    0.000    0.002    0.001 base.py:275(mangler)
        2    0.002    0.001    0.002    0.001 {built-in method posix.read}
      414    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:58(__init__)
      930    0.001    0.000    0.002    0.000 dataflow.py:786(push)
       11    0.000    0.000    0.002    0.000 pythonapi.py:1018(object_getattr_string)
       11    0.000    0.000    0.002    0.000 pythonapi.py:781(tuple_setitem)
       44    0.001    0.000    0.002    0.000 controlflow.py:282(_find_exit_points)
      354    0.001    0.000    0.002    0.000 linecache.py:37(getlines)
        1    0.000    0.000    0.002    0.002 callwrapper.py:1(<module>)
        6    0.000    0.000    0.002    0.000 cpu.py:93(get_env_body)
        6    0.000    0.000    0.002    0.000 pythonapi.py:1261(unserialize)
     1886    0.002    0.000    0.002    0.000 ir.py:592(__init__)
       12    0.000    0.000    0.002    0.000 imputils.py:271(yield_)
       38    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1067(_path_hooks)
       16    0.000    0.000    0.002    0.000 arrayobj.py:134(fix_integer_index)
       10    0.000    0.000    0.002    0.000 transforms.py:101(populate)
        9    0.000    0.000    0.002    0.000 pythonapi.py:1272(serialize_uncached)
      201    0.001    0.000    0.002    0.000 typeinfer.py:1223(typeof_intrinsic_call)
       18    0.000    0.000    0.002    0.000 arraydecl.py:173(generic)
       10    0.000    0.000    0.002    0.000 cgutils.py:260(__init__)
        1    0.000    0.000    0.002    0.002 yacc.py:62(<module>)
     2388    0.002    0.000    0.002    0.000 interpreter.py:202(current_scope)
       72    0.000    0.000    0.002    0.000 sre_parse.py:96(closegroup)
     2211    0.002    0.000    0.002    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.002    0.002 api.py:1(<module>)
   135/35    0.001    0.000    0.002    0.000 packer.py:125(_assign_names)
        1    0.000    0.000    0.002    0.002 type_annotations.py:1(<module>)
        8    0.000    0.000    0.002    0.000 interpreter.py:302(op_UNPACK_SEQUENCE)
        1    0.002    0.002    0.002    0.002 {method 'read' of '_io.TextIOWrapper' objects}
      104    0.000    0.000    0.002    0.000 templates.py:405(resolve)
        5    0.000    0.000    0.002    0.000 codegen.py:484(scan_unresolved_symbols)
      673    0.001    0.000    0.002    0.000 _weakrefset.py:81(add)
     2492    0.002    0.000    0.002    0.000 {built-in method _imp.acquire_lock}
        1    0.002    0.002    0.002    0.002 {method 'read' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.002    0.002 cmathimpl.py:3(<module>)
       69    0.000    0.000    0.002    0.000 builder.py:74(wrapped)
      812    0.001    0.000    0.002    0.000 sre_parse.py:171(append)
     2492    0.002    0.000    0.002    0.000 {built-in method _imp.release_lock}
       16    0.000    0.000    0.002    0.000 slicing.py:16(fix_index)
       15    0.000    0.000    0.002    0.000 pythonapi.py:569(number_add)
       12    0.000    0.000    0.002    0.000 arraydecl.py:162(generic)
        1    0.000    0.000    0.002    0.002 caching.py:3(<module>)
        1    0.000    0.000    0.002    0.002 nrt.py:1(<module>)
        4    0.000    0.000    0.002    0.000 static_getitem.py:28(apply)
     1746    0.002    0.000    0.002    0.000 {built-in method numpy.core.multiarray.can_cast}
       16    0.000    0.000    0.002    0.000 models.py:436(as_argument)
     2218    0.002    0.000    0.002    0.000 bytecode.py:222(__getitem__)
        2    0.000    0.000    0.002    0.001 npdatetime.py:3(<module>)
       55    0.000    0.000    0.002    0.000 itanium_mangler.py:126(mangle_identifier)
       57    0.000    0.000    0.002    0.000 sre_parse.py:828(fix_flags)
     1938    0.002    0.000    0.002    0.000 context.py:20(__init__)
       10    0.000    0.000    0.002    0.000 cgutils.py:614(pack_array)
        1    0.000    0.000    0.002    0.002 funcdesc.py:3(<module>)
       10    0.000    0.000    0.002    0.000 interpreter.py:547(op_DUP_TOPX)
        4    0.000    0.000    0.002    0.000 pythonapi.py:235(unpack_tuple)
       80    0.000    0.000    0.002    0.000 {method 'sum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.002    0.002 callconv.py:3(<module>)
      337    0.002    0.000    0.002    0.000 {method 'index' of 'list' objects}
       79    0.000    0.000    0.002    0.000 registry.py:11(wraps)
       19    0.000    0.000    0.002    0.000 itanium_mangler.py:183(mangle_templated_ident)
       71    0.001    0.000    0.002    0.000 typeinfer.py:1217(typeof_call)
        1    0.000    0.000    0.002    0.002 polynomial.py:56(<module>)
        1    0.000    0.000    0.002    0.002 ufuncbuilder.py:2(<module>)
      293    0.001    0.000    0.002    0.000 value.py:127(is_declaration)
       75    0.001    0.000    0.002    0.000 posixpath.py:331(normpath)
     2370    0.002    0.000    0.002    0.000 {method 'discard' of 'set' objects}
     1082    0.002    0.000    0.002    0.000 {method 'remove' of 'list' objects}
      695    0.001    0.000    0.002    0.000 typeinfer.py:122(append)
      242    0.001    0.000    0.002    0.000 utils.py:300(bit_length)
        1    0.000    0.000    0.002    0.002 scalars.py:1(<module>)
     1866    0.002    0.000    0.002    0.000 context.py:25(astuple)
        1    0.000    0.000    0.002    0.002 codegen.py:652(_module_pass_manager)
       43    0.000    0.000    0.001    0.000 core.py:150(get_object_signature)
        9    0.000    0.000    0.001    0.000 codegen.py:659(_function_pass_manager)
       26    0.000    0.000    0.001    0.000 templates.py:421(_resolve)
       38    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1322(path_hook_for_FileFinder)
      547    0.001    0.000    0.001    0.000 templates.py:26(__init__)
      136    0.000    0.000    0.001    0.000 __init__.py:358(__getattr__)
        2    0.000    0.000    0.001    0.001 typeconv.py:72(safe)
       15    0.000    0.000    0.001    0.000 imputils.py:392(impl_ret_borrowed)
    44/22    0.000    0.000    0.001    0.000 traceback.py:517(_load_lines)
        1    0.001    0.001    0.001    0.001 operatordecl.py:3(<module>)
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
       16    0.000    0.000    0.001    0.000 objmode.py:426(get_module_dict)
      413    0.001    0.000    0.001    0.000 context.py:376(_insert_global)
      403    0.001    0.000    0.001    0.000 ir.py:757(prepend)
        2    0.000    0.000    0.001    0.001 transforms.py:150(_loop_lift_modify_blocks)
       38    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1281(_fill_cache)
       82    0.000    0.000    0.001    0.000 manager.py:18(register)
        1    0.000    0.000    0.001    0.001 bz2.py:5(<module>)
        2    0.000    0.000    0.001    0.001 dispatcher.py:489(enable_caching)
     1319    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 operatorimpl.py:3(<module>)
        2    0.000    0.000    0.001    0.001 caching.py:612(__init__)
     1075    0.001    0.000    0.001    0.000 warnings.py:428(__init__)
       24    0.000    0.000    0.001    0.000 interpreter.py:740(op_BUILD_TUPLE)
     2063    0.001    0.000    0.001    0.000 values.py:594(module)
     1833    0.001    0.000    0.001    0.000 values.py:768(is_terminated)
      120    0.001    0.000    0.001    0.000 pythonapi.py:31(lookup)
       14    0.000    0.000    0.001    0.000 pythonapi.py:575(number_multiply)
        5    0.000    0.000    0.001    0.000 boxing.py:30(box_integer)
        1    0.000    0.000    0.001    0.001 ntpath.py:6(<module>)
        1    0.000    0.000    0.001    0.001 listdecl.py:1(<module>)
      614    0.001    0.000    0.001    0.000 abstract.py:22(_autoincr)
      132    0.001    0.000    0.001    0.000 values.py:565(__repr__)
        9    0.000    0.000    0.001    0.000 enum.py:758(_missing_)
       16    0.000    0.000    0.001    0.000 pythonapi.py:460(long_as_longlong)
       44    0.000    0.000    0.001    0.000 builder.py:505(select)
     1867    0.001    0.000    0.001    0.000 context.py:17(_require_nrt)
       24    0.000    0.000    0.001    0.000 operatorimpl.py:18(map_operator)
        5    0.000    0.000    0.001    0.000 pythonapi.py:526(long_from_longlong)
       16    0.000    0.000    0.001    0.000 inspect.py:3035(signature)
        8    0.000    0.000    0.001    0.000 ir.py:877(copy)
        9    0.000    0.000    0.001    0.000 packer.py:134(argument_types)
       75    0.000    0.000    0.001    0.000 npyimpl.py:378(_ufunc_db_function)
        9    0.000    0.000    0.001    0.000 enum.py:765(_create_pseudo_member_)
        1    0.000    0.000    0.001    0.001 encoder.py:2(<module>)
       16    0.000    0.000    0.001    0.000 pythonapi.py:450(number_long)
       50    0.000    0.000    0.001    0.000 {method 'throw' of 'generator' objects}
       37    0.000    0.000    0.001    0.000 pythonapi.py:558(_get_number_operator)
      130    0.000    0.000    0.001    0.000 ffi.py:160(__exit__)
       55    0.000    0.000    0.001    0.000 itanium_mangler.py:134(<listcomp>)
       16    0.000    0.000    0.001    0.000 inspect.py:2783(from_callable)
        2    0.000    0.000    0.001    0.001 caching.py:333(__init__)
      411    0.001    0.000    0.001    0.000 templates.py:636(register_global)
        1    0.000    0.000    0.001    0.001 controlflow.py:1(<module>)
        1    0.000    0.000    0.001    0.001 transforms.py:95(_populate_module_pm)
       66    0.000    0.000    0.001    0.000 models.py:318(inner_types)
       26    0.000    0.000    0.001    0.000 core.py:6550(__init__)
       16    0.000    0.000    0.001    0.000 inspect.py:2176(_signature_from_callable)
        1    0.000    0.000    0.001    0.001 numbers.py:1(<module>)
      419    0.001    0.000    0.001    0.000 common.py:16(_encode_string)
     1449    0.001    0.000    0.001    0.000 ir.py:169(__setattr__)
      571    0.001    0.000    0.001    0.000 _weakrefset.py:20(__enter__)
        1    0.000    0.000    0.001    0.001 cmathdecl.py:1(<module>)
     1588    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
     1866    0.001    0.000    0.001    0.000 context.py:519(<lambda>)
     1640    0.001    0.000    0.001    0.000 typeinfer.py:96(defined)
        6    0.000    0.000    0.001    0.000 base.py:918(make_tuple)
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
        1    0.000    0.000    0.001    0.001 builder.py:87(IRBuilder)
        4    0.000    0.000    0.001    0.000 lowering.py:129(return_exception)
        4    0.000    0.000    0.001    0.000 callwrapper.py:129(<listcomp>)
        1    0.000    0.000    0.001    0.001 arraydecl.py:1(<module>)
       26    0.000    0.000    0.001    0.000 core.py:6555(getdoc)
       29    0.000    0.000    0.001    0.000 cgutils.py:1002(normalize_ir_text)
        9    0.000    0.000    0.001    0.000 enum.py:837(_decompose)
        1    0.000    0.000    0.001    0.001 quicksort.py:2(<module>)
       66    0.001    0.000    0.001    0.000 templates.py:336(make_overload_template)
       14    0.000    0.000    0.001    0.000 hashlib.py:116(__get_openssl_constructor)
     1910    0.001    0.000    0.001    0.000 models.py:122(has_nrt_meminfo)
       10    0.000    0.000    0.001    0.000 cgutils.py:822(pointer_add)
        1    0.000    0.000    0.001    0.001 re.py:179(search)
      184    0.000    0.000    0.001    0.000 typeinfer.py:70(lock)
        6    0.000    0.000    0.001    0.000 models.py:572(<listcomp>)
     1697    0.001    0.000    0.001    0.000 ir.py:453(get_targets)
        1    0.000    0.000    0.001    0.001 c_lexer.py:9(<module>)
      260    0.001    0.000    0.001    0.000 ffi.py:150(close)
        1    0.000    0.000    0.001    0.001 linalg.py:10(<module>)
       35    0.000    0.000    0.001    0.000 pythonapi.py:1215(alloca_obj)
      213    0.000    0.000    0.001    0.000 instructions.py:35(<listcomp>)
        3    0.000    0.000    0.001    0.000 pythonapi.py:967(object_richcompare)
        1    0.000    0.000    0.001    0.001 selectors.py:5(<module>)
      302    0.000    0.000    0.001    0.000 module.py:147(get_unique_name)
     1814    0.001    0.000    0.001    0.000 types.py:107(_to_string)
       44    0.000    0.000    0.001    0.000 instructions.py:292(descr)
     1395    0.001    0.000    0.001    0.000 abstract.py:107(__repr__)
     1587    0.001    0.000    0.001    0.000 values.py:772(function)
     1697    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
        8    0.000    0.000    0.001    0.000 linecache.py:82(updatecache)
     1034    0.001    0.000    0.001    0.000 controlflow.py:576(_use_new_block)
